Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Admission_grade,Application_mode,Displaced,Previous_qualification_grade,Status
2,13.5,2,15.0,Yes,No,30,No,115.0,Transfer,No,120.0,Dropout
5,11.0,5,10.8,Yes,No,19,No,125.3,1st phase - general contingent,No,127.0,Graduate
3,11.333333333333334,3,13.666666666666666,Yes,No,22,No,131.0,3rd phase - general contingent,No,131.0,Dropout
6,13.333333333333334,6,12.833333333333334,Yes,No,19,No,126.3,1st phase - general contingent,No,127.0,Graduate
0,0.0,0,0.0,No,No,21,No,127.1,2nd phase - general contingent,No,132.0,Dropout
6,13.428571428571429,6,15.125,Yes,No,19,No,138.4,2nd phase - general contingent,No,137.0,Graduate
1,10.0,0,0.0,Yes,No,22,No,100.0,Change of course,Yes,126.0,Dropout
5,11.0,5,11.4,Yes,No,22,No,126.2,1st phase - general contingent,No,136.0,Graduate
6,11.0,4,12.25,Yes,No,19,No,118.8,1st phase - general contingent,No,124.0,Graduate
0,0.0,0,0.0,No,No,26,No,124.5,Over 23 years old,No,137.0,Dropout
1,14.0,3,14.0,Yes,No,23,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
5,10.8,6,12.333333333333334,Yes,No,18,No,125.1,2nd phase - general contingent,No,131.0,Enrolled
2,11.0,5,10.666666666666666,Yes,Yes,22,Yes,118.8,1st phase - general contingent,No,130.0,Enrolled
5,14.714285714285714,5,11.833333333333334,Yes,No,19,No,125.2,3rd phase - general contingent,Yes,136.0,Enrolled
0,0.0,0,0.0,Yes,No,20,No,95.0,2nd phase - general contingent,No,133.1,Dropout
6,12.166666666666666,6,11.666666666666666,Yes,Yes,22,No,107.6,1st phase - general contingent,Yes,110.0,Enrolled
0,0.0,2,13.0,No,No,18,No,140.0,Holders of other higher courses,Yes,140.0,Dropout
0,0.0,0,0.0,Yes,No,39,No,125.4,Change of course,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,18,No,128.0,1st phase - general contingent,No,141.0,Dropout
5,14.2,5,13.0,Yes,Yes,18,No,129.3,2nd phase - general contingent,No,130.0,Graduate
6,14.0,6,13.857142857142858,Yes,Yes,19,No,152.0,1st phase - general contingent,No,160.0,Graduate
8,12.4875,6,13.391666666666666,Yes,No,18,No,128.8,1st phase - general contingent,No,140.0,Graduate
0,0.0,4,12.75,Yes,Yes,18,No,152.8,1st phase - general contingent,Yes,150.0,Dropout
5,14.6,4,14.5,Yes,No,22,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
6,12.166666666666666,6,12.166666666666666,Yes,No,19,No,112.0,1st phase - general contingent,No,133.1,Graduate
5,15.6,5,15.4,Yes,No,18,No,135.6,1st phase - general contingent,Yes,152.0,Dropout
2,16.0,2,13.333333333333334,No,No,31,Yes,134.4,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,28,No,120.5,Over 23 years old,No,130.0,Dropout
0,0.0,0,0.0,Yes,No,19,No,141.4,1st phase - general contingent,No,148.0,Dropout
6,14.714285714285714,6,13.714285714285714,Yes,No,20,No,145.2,2nd phase - general contingent,No,148.0,Graduate
0,0.0,4,12.25,Yes,No,50,No,140.0,Over 23 years old,No,130.0,Dropout
4,16.5,5,16.0,Yes,No,38,No,100.0,Change of course,No,160.0,Enrolled
1,13.0,1,11.0,Yes,No,31,No,140.0,Over 23 years old,Yes,130.0,Dropout
7,14.085714285714284,7,14.085714285714284,Yes,No,27,No,126.0,Over 23 years old,Yes,110.0,Enrolled
6,10.5,6,10.166666666666666,Yes,No,21,No,112.6,3rd phase - general contingent,Yes,122.0,Graduate
0,0.0,1,10.0,Yes,No,34,No,106.8,Over 23 years old,No,110.0,Dropout
1,10.0,0,0.0,Yes,No,19,No,121.6,Change of institution/course,Yes,129.0,Enrolled
3,10.666666666666666,2,10.5,No,No,40,No,120.0,Over 23 years old,Yes,110.0,Dropout
0,0.0,0,0.0,Yes,Yes,18,No,160.6,1st phase - general contingent,Yes,170.0,Graduate
0,0.0,0,0.0,No,Yes,46,Yes,130.0,Over 23 years old,No,110.0,Dropout
0,0.0,0,0.0,Yes,No,37,No,110.0,Change of course,No,110.0,Dropout
0,0.0,0,0.0,Yes,No,31,No,110.0,Over 23 years old,Yes,133.1,Dropout
5,12.4,5,13.333333333333334,Yes,No,34,No,145.8,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,Yes,Yes,18,No,130.2,1st phase - general contingent,Yes,126.0,Dropout
6,14.333333333333334,6,13.571428571428571,Yes,Yes,18,No,122.3,1st phase - general contingent,No,137.0,Graduate
6,11.166666666666666,6,12.833333333333334,Yes,Yes,19,No,125.4,2nd phase - general contingent,Yes,117.0,Graduate
5,11.2,4,10.25,Yes,No,40,No,130.0,Change of course,No,100.0,Dropout
0,0.0,0,0.0,Yes,No,25,No,150.0,Over 23 years old,No,120.0,Dropout
3,13.333333333333334,4,14.5,Yes,No,20,Yes,116.9,2nd phase - general contingent,Yes,126.0,Dropout
5,13.714285714285714,5,15.8,Yes,No,20,No,114.7,2nd phase - general contingent,No,122.0,Enrolled
0,0.0,0,0.0,No,No,43,No,95.8,Over 23 years old,Yes,111.0,Dropout
3,14.666666666666666,4,12.5,Yes,No,18,No,133.1,2nd phase - general contingent,Yes,139.0,Enrolled
12,11.5,18,11.666666666666666,Yes,No,35,No,150.0,Change of course,No,150.0,Graduate
5,13.0,4,13.0,Yes,No,23,No,118.5,2nd phase - general contingent,No,116.0,Graduate
8,11.50625,7,12.12142857142857,Yes,No,19,No,131.1,2nd phase - general contingent,No,130.0,Graduate
7,13.75,9,14.22222222222222,Yes,Yes,21,No,150.3,Short cycle diploma holders,Yes,150.0,Graduate
4,13.25,4,12.5,Yes,No,19,No,120.5,Change of course,No,132.0,Enrolled
5,15.285714285714286,5,12.166666666666666,Yes,No,20,No,105.6,3rd phase - general contingent,Yes,108.0,Graduate
0,0.0,0,0.0,Yes,Yes,30,No,125.3,Over 23 years old,No,133.1,Dropout
6,11.5,6,12.666666666666666,Yes,No,44,No,131.0,Over 23 years old,Yes,120.0,Graduate
7,13.614285714285714,7,13.614285714285714,Yes,No,19,No,127.0,3rd phase - general contingent,No,146.0,Graduate
10,14.3,12,12.857142857142858,Yes,No,22,No,150.0,Technological specialization diploma holders,Yes,150.0,Graduate
5,14.2,4,14.0,Yes,No,18,No,149.2,1st phase - general contingent,No,160.0,Graduate
5,11.8,4,14.75,Yes,Yes,21,No,121.5,2nd phase - general contingent,Yes,125.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,137.3,1st phase - general contingent,No,125.0,Dropout
6,14.285714285714286,6,13.625,Yes,No,18,No,119.6,2nd phase - general contingent,Yes,122.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,141.5,1st phase - general contingent,No,138.0,Graduate
4,11.875,4,11.8,Yes,No,21,No,150.0,Technological specialization diploma holders,Yes,150.0,Dropout
6,14.6,6,15.125,Yes,No,31,No,110.0,Over 23 years old,No,140.0,Graduate
2,10.5,4,11.5,Yes,No,21,No,110.2,2nd phase - general contingent,Yes,113.0,Dropout
1,11.0,1,10.0,Yes,No,24,Yes,110.3,Over 23 years old,No,139.0,Enrolled
0,0.0,0,0.0,Yes,No,27,No,120.0,Transfer,No,133.1,Dropout
5,12.8,3,10.333333333333334,Yes,No,20,No,114.2,1st phase - general contingent,Yes,118.0,Graduate
2,11.666666666666666,0,0.0,Yes,No,22,No,140.0,Technological specialization diploma holders,Yes,140.0,Enrolled
4,12.5,4,12.0,Yes,Yes,19,No,132.8,1st phase - general contingent,No,144.0,Enrolled
6,14.5,6,13.833333333333334,Yes,No,19,No,121.5,3rd phase - general contingent,Yes,125.0,Graduate
11,11.909090909090908,13,12.153846153846152,Yes,No,23,Yes,127.2,1st phase - general contingent,Yes,131.0,Enrolled
6,13.666666666666666,6,14.0,Yes,No,18,No,128.2,2nd phase - general contingent,Yes,131.0,Graduate
5,13.8,6,16.5,No,No,29,No,133.4,1st phase - general contingent,Yes,140.0,Enrolled
3,13.333333333333334,1,18.0,Yes,No,29,No,120.0,Over 23 years old,Yes,133.1,Dropout
5,11.77777777777778,6,11.285714285714286,Yes,No,20,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
0,0.0,0,0.0,Yes,Yes,19,No,136.9,1st phase - general contingent,Yes,139.0,Graduate
0,0.0,0,0.0,Yes,No,22,No,117.0,2nd phase - general contingent,Yes,125.0,Enrolled
6,12.0,5,14.0,Yes,No,20,No,110.7,1st phase - general contingent,Yes,117.0,Enrolled
3,12.0,4,13.75,Yes,No,24,No,160.0,Over 23 years old,Yes,150.0,Enrolled
5,11.0,4,13.25,No,No,21,No,95.0,1st phase - general contingent,No,95.0,Dropout
4,14.75,4,14.25,Yes,Yes,25,No,148.8,Over 23 years old,No,150.0,Graduate
0,0.0,0,0.0,No,No,32,No,110.0,Over 23 years old,No,120.0,Dropout
3,11.333333333333334,8,11.25,No,No,26,No,133.9,Change of course,No,136.0,Dropout
6,12.5,6,13.5,Yes,Yes,18,No,125.7,1st phase - general contingent,Yes,133.0,Graduate
6,12.857142857142858,5,12.666666666666666,Yes,Yes,19,No,116.6,2nd phase - general contingent,No,125.0,Graduate
6,12.333333333333334,6,15.166666666666666,Yes,Yes,19,No,141.0,1st phase - general contingent,Yes,127.0,Graduate
5,15.142857142857142,6,13.166666666666666,Yes,No,27,No,130.0,Holders of other higher courses,No,130.0,Dropout
9,11.444444444444445,10,11.8,Yes,No,21,Yes,130.0,Short cycle diploma holders,No,130.0,Enrolled
0,0.0,4,11.5,Yes,No,20,No,115.8,2nd phase - general contingent,No,127.0,Enrolled
6,11.333333333333334,6,14.5,Yes,No,21,No,140.0,Technological specialization diploma holders,Yes,140.0,Graduate
3,10.666666666666666,5,13.4,Yes,No,22,No,126.1,1st phase - general contingent,Yes,125.0,Enrolled
0,0.0,0,0.0,No,No,19,Yes,137.5,1st phase - general contingent,Yes,135.0,Graduate
2,12.5,4,10.8,Yes,Yes,18,No,120.8,2nd phase - general contingent,Yes,132.0,Dropout
0,0.0,0,0.0,Yes,No,28,No,136.5,Over 23 years old,No,110.0,Dropout
4,12.0,6,11.428571428571429,No,No,25,Yes,122.0,Over 23 years old,No,130.0,Dropout
10,11.6,8,12.5,Yes,No,25,No,130.0,Change of course,No,130.0,Dropout
3,12.333333333333334,2,13.5,Yes,No,18,No,126.3,1st phase - general contingent,No,135.0,Enrolled
0,0.0,0,0.0,Yes,No,26,No,98.0,1st phase - general contingent,No,133.1,Dropout
5,11.5,5,12.75,Yes,Yes,18,No,121.0,2nd phase - general contingent,Yes,135.0,Graduate
3,12.333333333333334,3,11.333333333333334,Yes,No,22,No,124.2,Change of course,Yes,128.0,Enrolled
0,0.0,0,0.0,Yes,No,25,No,130.0,Over 23 years old,No,140.0,Dropout
5,12.4,5,11.4,Yes,No,19,No,136.1,1st phase - general contingent,Yes,135.0,Enrolled
6,14.571428571428571,6,14.428571428571429,Yes,No,19,No,132.8,2nd phase - general contingent,Yes,131.0,Graduate
8,11.7125,7,12.492857142857144,Yes,No,19,No,126.3,2nd phase - general contingent,No,131.0,Graduate
4,11.0,4,11.5,Yes,No,45,No,111.5,Over 23 years old,No,100.0,Dropout
5,12.8,5,11.2,Yes,No,52,No,118.2,Over 23 years old,No,140.0,Graduate
3,11.0,3,12.0,No,No,20,No,115.6,1st phase - general contingent,Yes,124.0,Dropout
7,15.885714285714286,7,15.885714285714286,Yes,No,19,No,117.8,1st phase - general contingent,Yes,130.0,Graduate
4,11.58,4,12.94,No,No,21,Yes,127.0,1st phase - general contingent,No,142.0,Dropout
6,14.166666666666666,6,14.0,No,No,35,No,140.0,Over 23 years old,No,150.0,Graduate
0,0.0,0,0.0,Yes,No,36,No,106.0,Over 23 years old,Yes,110.0,Graduate
0,0.0,0,0.0,No,No,47,Yes,151.0,Over 23 years old,No,110.0,Dropout
0,0.0,0,0.0,Yes,No,22,No,106.4,3rd phase - general contingent,No,112.0,Dropout
3,11.0,4,11.25,Yes,No,41,No,125.3,Over 23 years old,Yes,100.0,Dropout
0,0.0,0,0.0,Yes,No,26,No,130.0,Holders of other higher courses,No,130.0,Dropout
0,0.0,4,11.25,No,No,51,No,116.0,Over 23 years old,No,133.1,Dropout
4,12.5,3,10.666666666666666,Yes,No,43,No,120.0,Over 23 years old,No,150.0,Enrolled
3,10.666666666666666,5,11.8,Yes,No,41,No,100.0,Over 23 years old,Yes,100.0,Graduate
10,11.181818181818182,8,11.625,Yes,No,23,No,118.5,Change of course,Yes,130.0,Graduate
0,0.0,0,0.0,Yes,No,22,No,118.9,Change of course,Yes,129.0,Dropout
4,11.25,4,10.25,Yes,Yes,25,No,119.3,2nd phase - general contingent,Yes,127.0,Dropout
14,11.357142857142858,15,10.8,Yes,No,25,No,135.8,Change of course,Yes,140.0,Graduate
11,12.666666666666666,11,12.545454545454543,No,Yes,22,No,130.0,Short cycle diploma holders,Yes,130.0,Graduate
5,13.4,7,13.571428571428571,Yes,No,24,No,129.8,Over 23 years old,No,133.1,Enrolled
0,0.0,0,0.0,Yes,No,47,No,150.0,Over 23 years old,No,140.0,Dropout
0,0.0,0,0.0,Yes,No,41,No,111.9,Over 23 years old,Yes,133.1,Dropout
5,12.2,6,14.77777777777778,Yes,No,43,No,150.1,Over 23 years old,Yes,120.0,Graduate
0,0.0,0,0.0,Yes,No,29,No,130.0,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,30,No,128.0,Over 23 years old,No,120.0,Dropout
0,0.0,0,0.0,No,No,26,No,102.5,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,No,No,27,No,102.5,Over 23 years old,No,133.1,Dropout
5,11.6,5,11.4,Yes,Yes,36,No,110.0,Over 23 years old,No,100.0,Graduate
6,10.857142857142858,6,11.666666666666666,Yes,No,29,No,114.0,Over 23 years old,No,133.1,Dropout
5,13.0,7,11.285714285714286,Yes,No,35,No,128.2,Transfer,Yes,120.0,Dropout
5,12.6,4,11.5,Yes,Yes,18,No,116.5,1st phase - general contingent,No,128.0,Graduate
5,16.0,5,16.0,Yes,Yes,24,No,149.3,1st phase - general contingent,No,172.0,Graduate
6,12.666666666666666,6,12.5,Yes,Yes,18,No,134.1,1st phase - general contingent,Yes,146.0,Dropout
3,13.0,4,12.0,Yes,No,18,No,126.6,2nd phase - general contingent,Yes,135.0,Enrolled
3,11.666666666666666,0,0.0,Yes,No,21,No,120.0,Change of course,No,160.0,Enrolled
5,12.6,5,13.0,Yes,No,21,No,133.5,Transfer,Yes,150.0,Graduate
12,12.083333333333334,13,13.714285714285714,Yes,No,32,No,110.0,Over 23 years old,No,130.0,Graduate
3,12.5,3,12.333333333333334,Yes,Yes,22,No,107.5,1st phase - general contingent,Yes,111.0,Dropout
10,12.7,11,12.727272727272728,No,No,32,No,130.0,Holders of other higher courses,Yes,130.0,Dropout
0,0.0,1,14.0,Yes,No,35,No,111.6,Change of course,No,170.0,Dropout
0,0.0,0,0.0,No,No,23,No,101.0,3rd phase - general contingent,Yes,133.1,Dropout
3,11.0,5,11.4,Yes,No,39,No,108.3,Over 23 years old,No,100.0,Enrolled
1,10.0,0,0.0,Yes,No,35,No,128.2,Change of course,No,120.0,Dropout
12,17.692307692307693,6,18.875,Yes,No,32,No,150.0,Over 23 years old,No,110.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,142.8,1st phase - general contingent,No,133.1,Dropout
4,12.6,6,11.333333333333334,Yes,No,34,No,100.0,Over 23 years old,No,120.0,Enrolled
5,16.2,7,13.5,Yes,No,44,No,150.0,Holders of other higher courses,Yes,150.0,Dropout
3,10.0,2,15.0,Yes,No,53,No,156.5,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,No,No,28,Yes,98.6,Over 23 years old,No,120.0,Dropout
5,12.8,9,14.22222222222222,Yes,No,31,No,130.0,Holders of other higher courses,No,130.0,Dropout
0,0.0,0,0.0,No,No,18,Yes,118.1,1st phase - general contingent,No,130.0,Enrolled
0,0.0,4,12.0,No,No,44,Yes,120.0,Over 23 years old,No,100.0,Dropout
4,12.0,5,12.6,Yes,No,19,No,127.7,1st phase - general contingent,Yes,142.0,Graduate
11,13.083333333333334,12,15.083333333333334,Yes,No,21,No,130.0,International student (bachelor),No,130.0,Enrolled
0,0.0,0,0.0,Yes,Yes,18,No,147.7,3rd phase - general contingent,No,148.0,Dropout
6,15.3,6,14.5,Yes,No,20,No,170.0,Technological specialization diploma holders,Yes,170.0,Graduate
6,13.5,6,14.5,Yes,No,55,No,110.2,Over 23 years old,No,110.0,Graduate
1,13.0,3,10.0,Yes,No,27,No,146.4,1st phase - general contingent,No,166.0,Enrolled
0,0.0,0,0.0,Yes,No,19,No,121.0,2nd phase - general contingent,No,135.0,Dropout
5,13.2,5,11.6,Yes,No,18,No,129.9,1st phase - general contingent,No,133.0,Graduate
0,0.0,4,11.75,Yes,No,43,No,132.0,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,18,No,125.9,3rd phase - general contingent,Yes,121.0,Dropout
0,0.0,0,0.0,Yes,No,18,No,165.7,1st phase - general contingent,Yes,159.0,Dropout
0,0.0,0,0.0,Yes,Yes,20,Yes,122.7,2nd phase - general contingent,Yes,130.0,Dropout
4,11.8,4,11.25,No,No,29,Yes,141.4,Over 23 years old,No,121.0,Dropout
0,0.0,5,11.571428571428571,Yes,No,44,Yes,156.4,Over 23 years old,Yes,133.1,Dropout
1,16.0,4,10.0,Yes,No,18,No,148.5,1st phase - general contingent,Yes,146.0,Enrolled
6,12.3,5,13.833333333333334,Yes,Yes,20,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
3,12.666666666666666,4,12.75,Yes,No,20,No,131.7,Change of course,Yes,125.0,Dropout
0,0.0,0,0.0,Yes,No,36,No,104.7,Over 23 years old,Yes,120.0,Dropout
2,11.0,5,11.6,Yes,No,19,No,150.0,Technological specialization diploma holders,Yes,150.0,Enrolled
0,0.0,0,0.0,No,No,29,No,110.0,Over 23 years old,No,110.0,Dropout
3,10.333333333333334,4,11.25,Yes,No,18,No,129.1,1st phase - general contingent,Yes,120.0,Dropout
0,0.0,0,0.0,No,No,24,No,120.0,Over 23 years old,No,133.1,Dropout
6,15.0,6,14.333333333333334,Yes,No,20,No,127.0,1st phase - general contingent,No,133.1,Graduate
0,0.0,0,0.0,No,No,45,Yes,151.5,Over 23 years old,No,133.1,Dropout
20,13.5,20,13.5,Yes,Yes,28,No,126.8,Change of course,Yes,130.0,Graduate
5,12.2,6,12.666666666666666,Yes,No,23,No,140.8,1st phase - general contingent,Yes,160.0,Enrolled
7,11.347142857142858,7,12.444285714285714,Yes,No,18,No,125.6,1st phase - general contingent,Yes,128.0,Graduate
3,11.333333333333334,3,10.666666666666666,Yes,No,23,No,127.8,1st phase - general contingent,Yes,140.0,Dropout
0,0.0,0,0.0,Yes,No,22,No,120.0,Change of course,Yes,120.0,Enrolled
5,12.4,6,12.666666666666666,Yes,Yes,22,No,131.3,1st phase - general contingent,No,140.0,Graduate
5,14.833333333333334,5,13.2,Yes,No,33,No,155.7,Over 23 years old,No,120.0,Graduate
11,12.181818181818182,10,12.7,Yes,No,21,No,128.5,Short cycle diploma holders,No,130.0,Graduate
5,14.8,5,14.833333333333334,Yes,No,45,No,170.0,Over 23 years old,No,100.0,Graduate
1,12.0,4,11.5,No,No,44,No,100.0,Over 23 years old,No,133.1,Dropout
0,0.0,0,0.0,Yes,No,42,No,107.2,Over 23 years old,No,110.0,Dropout
0,0.0,0,0.0,Yes,No,20,No,139.3,3rd phase - general contingent,Yes,147.0,Dropout
2,12.5,3,12.666666666666666,Yes,No,20,No,123.2,2nd phase - general contingent,Yes,133.0,Enrolled
6,12.5,6,14.714285714285714,Yes,Yes,20,No,122.3,1st phase - general contingent,Yes,137.0,Graduate
4,10.25,3,13.666666666666666,Yes,No,20,No,127.9,2nd phase - general contingent,Yes,124.0,Enrolled
2,13.5,5,10.8,Yes,No,19,No,120.3,1st phase - general contingent,No,128.0,Enrolled
7,10.428571428571429,4,10.5,No,No,26,Yes,128.5,Change of institution/course,No,120.0,Dropout
5,12.5,6,15.0,Yes,No,31,No,150.0,Over 23 years old,No,133.1,Graduate
6,14.0,6,12.666666666666666,Yes,Yes,19,Yes,136.1,1st phase - general contingent,No,142.0,Graduate
6,13.666666666666666,6,13.166666666666666,Yes,No,28,No,128.0,Over 23 years old,Yes,100.0,Graduate
0,0.0,0,0.0,Yes,Yes,20,No,158.1,1st phase - general contingent,Yes,149.0,Graduate
6,12.5,6,13.0,Yes,No,43,No,108.7,1st phase - general contingent,Yes,110.0,Graduate
0,0.0,0,0.0,Yes,Yes,25,No,110.0,Over 23 years old,No,133.1,Dropout
1,15.0,2,10.0,Yes,No,40,Yes,120.0,Over 23 years old,No,133.1,Dropout
5,13.375,6,13.333333333333334,Yes,No,20,No,150.0,Technological specialization diploma holders,No,150.0,Graduate
6,13.333333333333334,3,12.333333333333334,Yes,No,46,No,113.0,Over 23 years old,No,133.1,Graduate
14,11.642857142857142,20,13.181818181818182,Yes,No,26,No,118.6,Change of institution/course,No,121.0,Graduate
7,13.071428571428571,6,12.513333333333334,Yes,Yes,34,No,148.8,Over 23 years old,No,133.1,Graduate
0,0.0,0,0.0,Yes,No,19,No,120.3,3rd phase - general contingent,Yes,122.0,Dropout
7,13.585714285714284,7,13.585714285714284,Yes,Yes,18,No,127.0,1st phase - general contingent,Yes,143.0,Graduate
8,11.425,7,11.155555555555557,Yes,No,18,No,113.8,1st phase - general contingent,Yes,123.0,Graduate
5,12.0,6,11.857142857142858,Yes,Yes,37,No,108.0,Over 23 years old,No,120.0,Graduate
0,0.0,0,0.0,Yes,Yes,23,No,129.1,2nd phase - general contingent,No,114.0,Graduate
13,13.615384615384617,14,14.0,Yes,No,26,No,135.9,Change of course,No,114.0,Graduate
0,0.0,5,12.0,No,No,18,No,154.4,Ordinance No. 854-B/99,Yes,154.4,Dropout
5,12.419999999999998,4,11.575,Yes,No,18,No,190.0,International student (bachelor),Yes,190.0,Enrolled
8,13.0625,7,13.198571428571428,Yes,No,19,No,132.5,2nd phase - general contingent,Yes,136.0,Graduate
6,12.0,6,13.5,Yes,No,18,No,163.3,Ordinance No. 854-B/99,No,163.3,Graduate
5,12.8,6,13.333333333333334,Yes,No,19,No,122.5,1st phase - general contingent,Yes,126.0,Dropout
1,10.0,4,14.25,Yes,No,20,No,121.0,2nd phase - general contingent,Yes,122.0,Enrolled
4,12.0,6,12.166666666666666,Yes,Yes,22,No,131.8,2nd phase - general contingent,No,137.0,Graduate
7,12.214285714285714,7,12.214285714285714,Yes,Yes,18,No,135.0,1st phase - general contingent,Yes,139.0,Graduate
6,13.0,6,12.666666666666666,Yes,Yes,18,No,141.7,2nd phase - general contingent,No,142.0,Graduate
6,13.5,6,12.285714285714286,Yes,Yes,18,No,131.3,1st phase - general contingent,Yes,133.1,Graduate
6,13.0,6,13.0,Yes,Yes,18,No,123.9,1st phase - general contingent,Yes,126.0,Graduate
6,11.166666666666666,6,12.142857142857142,Yes,No,18,No,126.1,1st phase - general contingent,Yes,131.0,Graduate
7,13.085714285714284,7,13.875714285714285,Yes,Yes,19,No,126.5,2nd phase - general contingent,Yes,131.0,Graduate
0,0.0,0,0.0,Yes,No,20,No,107.3,2nd phase - general contingent,No,108.0,Dropout
0,0.0,6,11.666666666666666,Yes,Yes,19,No,95.0,2nd phase - general contingent,Yes,133.1,Dropout
3,11.0,6,13.153846153846152,Yes,No,18,No,116.1,1st phase - general contingent,Yes,122.0,Graduate
6,12.833333333333334,6,14.5,Yes,Yes,18,No,134.6,1st phase - general contingent,Yes,143.0,Dropout
8,13.65625,7,14.44142857142857,Yes,Yes,18,No,128.0,2nd phase - general contingent,Yes,135.0,Graduate
6,14.285714285714286,6,15.166666666666666,Yes,No,18,No,144.2,2nd phase - general contingent,Yes,148.0,Graduate
4,12.625,5,11.6,Yes,Yes,18,No,129.5,2nd phase - general contingent,No,134.0,Graduate
6,12.333333333333334,6,11.666666666666666,Yes,No,18,Yes,116.8,2nd phase - general contingent,Yes,122.0,Graduate
6,13.2,6,12.625,Yes,Yes,20,No,160.0,Technological specialization diploma holders,No,160.0,Graduate
6,11.0,3,12.666666666666666,Yes,Yes,19,No,127.1,1st phase - special contingent (Madeira Island),Yes,126.0,Graduate
6,13.0,6,12.833333333333334,Yes,Yes,18,No,126.3,2nd phase - general contingent,Yes,138.0,Enrolled
6,13.142857142857142,6,11.857142857142858,Yes,Yes,19,No,112.9,1st phase - general contingent,Yes,115.0,Graduate
4,10.75,5,11.4,Yes,No,19,No,130.2,2nd phase - general contingent,Yes,141.0,Enrolled
5,15.142857142857142,5,14.857142857142858,Yes,No,19,No,100.0,Change of course,No,100.0,Enrolled
6,15.833333333333334,6,14.714285714285714,Yes,No,19,No,121.6,1st phase - general contingent,No,130.0,Graduate
5,13.0,6,13.5,Yes,No,20,Yes,130.0,International student (bachelor),No,130.0,Graduate
5,12.4,4,11.5,Yes,Yes,18,No,121.7,3rd phase - general contingent,Yes,135.0,Graduate
0,0.0,2,14.0,Yes,No,33,No,120.0,Holders of other higher courses,No,120.0,Dropout
0,0.0,6,12.833333333333334,Yes,Yes,19,No,143.5,1st phase - general contingent,No,148.0,Dropout
8,14.75,7,13.428571428571429,Yes,Yes,18,No,128.3,2nd phase - general contingent,No,136.0,Graduate
0,0.0,0,0.0,Yes,No,19,No,111.9,2nd phase - general contingent,No,108.0,Dropout
4,11.5,3,11.666666666666666,Yes,No,19,No,140.0,Technological specialization diploma holders,No,140.0,Enrolled
6,14.333333333333334,6,16.0,Yes,No,18,No,137.6,1st phase - general contingent,Yes,153.0,Graduate
6,11.833333333333334,6,13.833333333333334,Yes,No,20,No,135.0,1st phase - general contingent,Yes,135.0,Graduate
8,13.2325,8,13.2325,Yes,No,19,No,133.8,1st phase - general contingent,Yes,146.0,Graduate
6,14.166666666666666,6,14.0,Yes,Yes,18,No,126.9,1st phase - general contingent,Yes,130.0,Graduate
0,0.0,2,10.0,Yes,Yes,19,Yes,106.7,2nd phase - general contingent,Yes,113.0,Dropout
11,12.272727272727272,15,13.333333333333334,Yes,No,25,No,145.7,Change of course,Yes,145.7,Graduate
6,14.333333333333334,6,12.5,Yes,Yes,20,No,153.1,2nd phase - general contingent,Yes,145.0,Enrolled
6,11.5,6,12.5,Yes,No,19,No,118.7,1st phase - general contingent,No,126.0,Graduate
0,0.0,2,10.5,Yes,No,33,Yes,161.8,2nd phase - general contingent,Yes,160.0,Dropout
3,11.333333333333334,3,10.666666666666666,Yes,No,18,Yes,124.9,3rd phase - general contingent,Yes,134.0,Enrolled
2,10.5,4,10.5,Yes,No,18,No,150.8,1st phase - general contingent,Yes,163.0,Enrolled
5,11.4,4,12.0,Yes,No,19,No,130.0,International student (bachelor),No,130.0,Graduate
0,0.0,0,0.0,Yes,No,18,No,163.6,1st phase - general contingent,Yes,165.0,Enrolled
2,10.666666666666666,5,11.5,Yes,No,19,No,115.0,Change of course,No,142.0,Enrolled
6,13.5,6,14.0,Yes,No,18,No,136.8,1st phase - general contingent,Yes,156.0,Dropout
5,12.6,6,13.5,Yes,No,18,No,130.9,2nd phase - general contingent,Yes,141.0,Graduate
8,13.07375,8,13.07375,Yes,No,18,No,127.0,1st phase - general contingent,Yes,143.0,Graduate
0,0.0,2,10.75,Yes,No,37,No,120.0,Over 23 years old,No,133.1,Dropout
0,0.0,1,12.0,Yes,No,20,No,126.0,1st phase - general contingent,No,133.0,Enrolled
6,13.333333333333334,6,14.0,Yes,Yes,20,No,153.8,1st phase - general contingent,Yes,172.0,Graduate
